sku,bin_location,type,store,name,price,weight,is_in_stock,manage_stock,use_config_manage_stock,model_size_desc,status,visibility,brand,categories,pack,fabric,made,source,source_sku,tax_class_id,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,media_gallery,auctioninc_product_length,auctioninc_product_width,auctioninc_product_height,auctioninc_calc_method,attribute_set,configurable_attributes,leggingspacksize,leggingspackqty,prod_url,leggingscolor
WL#101574,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101574_wl_WAYY14121812_Multi_L_0.jpg,101574_wl_WAYY14121812_Multi_L_0.jpg,101574_wl_WAYY14121812_Multi_L_0.jpg,"ethnic print, full length leggings with high waist.","ethnic print, full length leggings with high waist.","ethnic print, full length leggings with high waist.",101574_wl_WAYY14121812_Multi_L_0.jpg;101574_wl_WAYY14121812_Multi_L_0.jpg;101574_wl_WAYY14121812_Multi_D_0.jpg;101574_wl_WAYY14121812_Multi_D_1.jpg;101574_wl_WAYY14121812_Multi_D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/451,
WL#101575,,configurable,default,"TOPS Tops",45.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101575_wl_WAY141210I15_WINE_L_0.jpg,101575_wl_WAY141210I15_WINE_L_0.jpg,101575_wl_WAY141210I15_WINE_L_0.jpg,"Slub knit, open front, bubble sleeve cardigan.","Slub knit, open front, bubble sleeve cardigan.","Slub knit, open front, bubble sleeve cardigan.",101575_wl_WAY141210I15_WINE_L_0.jpg;101575_wl_WAY141210I15_WINE_L_0.jpg;101575_wl_WAY141210I15_WINE_D_0.jpg;101575_wl_WAY141210I15_WINE_D_1.jpg;101575_wl_WAY141210I15_WINE_D_2.jpg;101575_wl_WAY141210I15_WINE_D_3.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/420,
WL#101576,,configurable,default,"TOPS Tops",42.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101576_wl_WAY141210I13_BLKWHT_L_0.jpg,101576_wl_WAY141210I13_BLKWHT_L_0.jpg,101576_wl_WAY141210I13_BLKWHT_L_0.jpg,"Zigzag border print, cropped, smocked, loose fit blouse with tied keyhole.","Zigzag border print, cropped, smocked, loose fit blouse with tied keyhole.","Zigzag border print, cropped, smocked, loose fit blouse with tied keyhole.",101576_wl_WAY141210I13_BLKWHT_L_0.jpg;101576_wl_WAY141210I13_BLKWHT_L_0.jpg;101576_wl_WAY141210I13_BLKWHT_D_0.jpg;101576_wl_WAY141210I13_BLKWHT_D_1.jpg;101576_wl_WAY141210I13_BLKWHT_D_2.jpg;101576_wl_WAY141210I13_BLKWHT_D_3.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/418,
WL#101577,,configurable,default,"TOPS Tops",42.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101577_wl_WAY141210I07_OLIVE_L_0.jpg,101577_wl_WAY141210I07_OLIVE_L_0.jpg,101577_wl_WAY141210I07_OLIVE_L_0.jpg,"Color block, hi-lo, sweater top with contrast trim.","Color block, hi-lo, sweater top with contrast trim.","Color block, hi-lo, sweater top with contrast trim.",101577_wl_WAY141210I07_OLIVE_L_0.jpg;101577_wl_WAY141210I07_OLIVE_L_0.jpg;101577_wl_WAY141210I07_OLIVE_D_0.jpg;101577_wl_WAY141210I07_OLIVE_D_1.jpg;101577_wl_WAY141210I07_OLIVE_D_2.jpg;101577_wl_WAY141210I07_OLIVE_D_3.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/412,
WL#101578,,configurable,default,"TOPS Tops",42.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101578_wl_WAY141210I06_RED_L_0.jpg,101578_wl_WAY141210I06_RED_L_0.jpg,101578_wl_WAY141210I06_RED_L_0.jpg,"Slub knit, kimono sleeve, crochet trimmed tunic.","Slub knit, kimono sleeve, crochet trimmed tunic.","Slub knit, kimono sleeve, crochet trimmed tunic.",101578_wl_WAY141210I06_RED_L_0.jpg;101578_wl_WAY141210I06_RED_L_0.jpg;101578_wl_WAY141210I06_RED_D_0.jpg;101578_wl_WAY141210I06_RED_D_1.jpg;101578_wl_WAY141210I06_RED_D_2.jpg;101578_wl_WAY141210I06_RED_D_3.jpg;101578_wl_WAY141210I06_MAUVE_L_1.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/411,
WL#101579,,configurable,default,"TOPS Tops",42.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101579_wl_WAY141210I05_BLUE_L_0.jpg,101579_wl_WAY141210I05_BLUE_L_0.jpg,101579_wl_WAY141210I05_BLUE_L_0.jpg,"Plaid print, scoop neck, sweater top.","Plaid print, scoop neck, sweater top.","Plaid print, scoop neck, sweater top.",101579_wl_WAY141210I05_BLUE_L_0.jpg;101579_wl_WAY141210I05_BLUE_L_0.jpg;101579_wl_WAY141210I05_BLUE_D_0.jpg;101579_wl_WAY141210I05_BLUE_D_1.jpg;101579_wl_WAY141210I05_BLUE_D_2.jpg;101579_wl_WAY141210I05_BLUE_D_3.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/410,
WL#101580,,configurable,default,"TOPS Tops",42.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101580_wl_WAY141210I04_GREYBLK_L_0.jpg,101580_wl_WAY141210I04_GREYBLK_L_0.jpg,101580_wl_WAY141210I04_GREYBLK_L_0.jpg,"Geometric border print, open front, hi-lo cardigan.","Geometric border print, open front, hi-lo cardigan.","Geometric border print, open front, hi-lo cardigan.",101580_wl_WAY141210I04_GREYBLK_L_0.jpg;101580_wl_WAY141210I04_GREYBLK_L_0.jpg;101580_wl_WAY141210I04_GREYBLK_D_0.jpg;101580_wl_WAY141210I04_GREYBLK_D_1.jpg;101580_wl_WAY141210I04_GREYBLK_D_2.jpg;101580_wl_WAY141210I04_GREYBLK_D_3.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/409,
WL#101581,,configurable,default,"TOPS Tops",42.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101581_wl_WAY141210I03_CHARCOAL_L_0.jpg,101581_wl_WAY141210I03_CHARCOAL_L_0.jpg,101581_wl_WAY141210I03_CHARCOAL_L_0.jpg,"Solid color, draped neck, open front, asymmetric cardigan with fringed trim.","Solid color, draped neck, open front, asymmetric cardigan with fringed trim.","Solid color, draped neck, open front, asymmetric cardigan with fringed trim.",101581_wl_WAY141210I03_CHARCOAL_L_0.jpg;101581_wl_WAY141210I03_CHARCOAL_L_0.jpg;101581_wl_WAY141210I03_CHARCOAL_D_0.jpg;101581_wl_WAY141210I03_CHARCOAL_D_1.jpg;101581_wl_WAY141210I03_CHARCOAL_D_2.jpg;101581_wl_WAY141210I03_CHARCOAL_D_3.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/408,
WL#101582,,configurable,default,"TOPS Tops",42.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101582_wl_WAY141210I02_CHARCOAL_L_0.jpg,101582_wl_WAY141210I02_CHARCOAL_L_0.jpg,101582_wl_WAY141210I02_CHARCOAL_L_0.jpg,"Horizontal striped, draped neck, open front, asymmetric cardigan with fringed trim.","Horizontal striped, draped neck, open front, asymmetric cardigan with fringed trim.","Horizontal striped, draped neck, open front, asymmetric cardigan with fringed trim.",101582_wl_WAY141210I02_CHARCOAL_L_0.jpg;101582_wl_WAY141210I02_CHARCOAL_L_0.jpg;101582_wl_WAY141210I02_CHARCOAL_D_0.jpg;101582_wl_WAY141210I02_CHARCOAL_D_1.jpg;101582_wl_WAY141210I02_CHARCOAL_D_2.jpg;101582_wl_WAY141210I02_CHARCOAL_D_3.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/407,
WL#101583,,configurable,default,"TOPS Tops",42.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101583_wl_WAY141210I01_CHARCOAL_L_0.jpg,101583_wl_WAY141210I01_CHARCOAL_L_0.jpg,101583_wl_WAY141210I01_CHARCOAL_L_0.jpg,"Duo fabric, open front cardigan with leopard print panel.","Duo fabric, open front cardigan with leopard print panel.","Duo fabric, open front cardigan with leopard print panel.",101583_wl_WAY141210I01_CHARCOAL_L_0.jpg;101583_wl_WAY141210I01_CHARCOAL_L_0.jpg;101583_wl_WAY141210I01_CHARCOAL_D_0.jpg;101583_wl_WAY141210I01_CHARCOAL_D_1.jpg;101583_wl_WAY141210I01_CHARCOAL_D_2.jpg;101583_wl_WAY141210I01_CHARCOAL_D_3.jpg;101583_wl_WAY141210I01_BLACK_L_1.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/406,
WL#101584,,configurable,default,"LEGGINGS Printed",48.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101584_wl_WAY14120321_BROWN_L_0.jpg,101584_wl_WAY14120321_BROWN_L_0.jpg,101584_wl_WAY14120321_BROWN_L_0.jpg,"Cheetah print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Cheetah print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Cheetah print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.",101584_wl_WAY14120321_BROWN_L_0.jpg;101584_wl_WAY14120321_BROWN_L_0.jpg;101584_wl_WAY14120321_BROWN_D_0.jpg;101584_wl_WAY14120321_BROWN_D_1.jpg;101584_wl_WAY14120321_BROWN_D_2.jpg;101584_wl_WAY14120321_BROWN_D_3.jpg;101584_wl_WAY14120321_BROWN_D_4.jpg;,13,10,3,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/365,
WL#101585,,configurable,default,"LEGGINGS Printed",80.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101585_wl_WAY14120323_BROWN_L_0.jpg,101585_wl_WAY14120323_BROWN_L_0.jpg,101585_wl_WAY14120323_BROWN_L_0.jpg,"Faux leather, 2 pocket, high waist, cuffed pants with drawstring detail.","Faux leather, 2 pocket, high waist, cuffed pants with drawstring detail.","Faux leather, 2 pocket, high waist, cuffed pants with drawstring detail.",101585_wl_WAY14120323_BROWN_L_0.jpg;101585_wl_WAY14120323_BROWN_L_0.jpg;101585_wl_WAY14120323_BROWN_D_0.jpg;101585_wl_WAY14120323_BROWN_D_1.jpg;101585_wl_WAY14120323_BROWN_D_2.jpg;101585_wl_WAY14120323_BLACK_L_1.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/366,
WL#101586,,configurable,default,"PANTS Jogger",80.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/jogger,"Not Available","Not Specified",Imported,lashowroom,,None,101586_wl_WAY14120324_BROWN_L_0.jpg,101586_wl_WAY14120324_BROWN_L_0.jpg,101586_wl_WAY14120324_BROWN_L_0.jpg,"Floral print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Floral print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Floral print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.",101586_wl_WAY14120324_BROWN_L_0.jpg;101586_wl_WAY14120324_BROWN_L_0.jpg;101586_wl_WAY14120324_BROWN_D_0.jpg;101586_wl_WAY14120324_BROWN_D_1.jpg;101586_wl_WAY14120324_BROWN_D_2.jpg;101586_wl_WAY14120324_BROWN_D_3.jpg;101586_wl_WAY14120324_BROWN_D_4.jpg;,15,14,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/367,
WL#101587,,configurable,default,"PANTS Jogger",80.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/jogger,"Not Available","Not Specified",Imported,lashowroom,,None,101587_wl_WAY14120325_BROWN_L_0.jpg,101587_wl_WAY14120325_BROWN_L_0.jpg,101587_wl_WAY14120325_BROWN_L_0.jpg,"Floral print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Floral print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Floral print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.",101587_wl_WAY14120325_BROWN_L_0.jpg;101587_wl_WAY14120325_BROWN_L_0.jpg;101587_wl_WAY14120325_BROWN_D_0.jpg;101587_wl_WAY14120325_BROWN_D_1.jpg;101587_wl_WAY14120325_BROWN_D_2.jpg;101587_wl_WAY14120325_BROWN_D_3.jpg;101587_wl_WAY14120325_BROWN_D_4.jpg;,15,14,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/368,
WL#101588,,configurable,default,"PANTS Jogger",80.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/jogger,"Not Available","Not Specified",Imported,lashowroom,,None,101588_wl_WAY14120326_BROWN_L_0.jpg,101588_wl_WAY14120326_BROWN_L_0.jpg,101588_wl_WAY14120326_BROWN_L_0.jpg,"Abstract print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Abstract print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Abstract print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.",101588_wl_WAY14120326_BROWN_L_0.jpg;101588_wl_WAY14120326_BROWN_L_0.jpg;101588_wl_WAY14120326_BROWN_D_0.jpg;101588_wl_WAY14120326_BROWN_D_1.jpg;101588_wl_WAY14120326_BROWN_D_2.jpg;101588_wl_WAY14120326_BROWN_D_3.jpg;101588_wl_WAY14120326_BROWN_D_4.jpg;101588_wl_WAY14120326_BLACK_L_1.jpg;,15,14,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/369,
WL#101589,,configurable,default,"PANTS Jogger",80.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/jogger,"Not Available","Not Specified",Imported,lashowroom,,None,101589_wl_WAY14120327_BROWN_L_0.jpg,101589_wl_WAY14120327_BROWN_L_0.jpg,101589_wl_WAY14120327_BROWN_L_0.jpg,"Zebra print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Zebra print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Zebra print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.",101589_wl_WAY14120327_BROWN_L_0.jpg;101589_wl_WAY14120327_BROWN_L_0.jpg;101589_wl_WAY14120327_BROWN_D_0.jpg;101589_wl_WAY14120327_BROWN_D_1.jpg;101589_wl_WAY14120327_BROWN_D_2.jpg;101589_wl_WAY14120327_BROWN_D_3.jpg;101589_wl_WAY14120327_BROWN_D_4.jpg;,15,14,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/370,
WL#101590,,configurable,default,"PANTS Jogger",80.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/jogger,"Not Available","Not Specified",Imported,lashowroom,,None,101590_wl_WAY14120328_BROWN_L_0.jpg,101590_wl_WAY14120328_BROWN_L_0.jpg,101590_wl_WAY14120328_BROWN_L_0.jpg,"Cheetah print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Cheetah print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Cheetah print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.",101590_wl_WAY14120328_BROWN_L_0.jpg;101590_wl_WAY14120328_BROWN_L_0.jpg;101590_wl_WAY14120328_BROWN_D_0.jpg;101590_wl_WAY14120328_BROWN_D_1.jpg;101590_wl_WAY14120328_BROWN_D_2.jpg;101590_wl_WAY14120328_BROWN_D_3.jpg;101590_wl_WAY14120328_BROWN_D_4.jpg;,15,14,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/371,
WL#101591,,configurable,default,"PANTS Jogger",80.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/jogger,"Not Available","Not Specified",Imported,lashowroom,,None,101591_wl_WAY14120329_BROWN_L_0.jpg,101591_wl_WAY14120329_BROWN_L_0.jpg,101591_wl_WAY14120329_BROWN_L_0.jpg,"Cheetah print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Cheetah print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Cheetah print, 4 pocket, lined, skinny pants with drawstring and faux leather insets.",101591_wl_WAY14120329_BROWN_L_0.jpg;101591_wl_WAY14120329_BROWN_L_0.jpg;101591_wl_WAY14120329_BROWN_D_0.jpg;101591_wl_WAY14120329_BROWN_D_1.jpg;101591_wl_WAY14120329_BROWN_D_2.jpg;101591_wl_WAY14120329_BROWN_D_3.jpg;101591_wl_WAY14120329_BROWN_D_4.jpg;,15,14,2,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/372,
WL#101592,,configurable,default,"PANTS Jogger",48.00,3,0,1,1,"Not Available",1,"""Catalog, Search""",,pants/jogger,"Not Available","Not Specified",Imported,lashowroom,,None,101592_wl_WAY14120330_BLACK_L_0.jpg,101592_wl_WAY14120330_BLACK_L_0.jpg,101592_wl_WAY14120330_BLACK_L_0.jpg,"Solid color, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Solid color, 4 pocket, lined, skinny pants with drawstring and faux leather insets.","Solid color, 4 pocket, lined, skinny pants with drawstring and faux leather insets.",101592_wl_WAY14120330_BLACK_L_0.jpg;101592_wl_WAY14120330_BLACK_L_0.jpg;101592_wl_WAY14120330_BLACK_D_0.jpg;101592_wl_WAY14120330_BLACK_D_1.jpg;101592_wl_WAY14120330_BLACK_D_2.jpg;101592_wl_WAY14120330_BLACK_D_3.jpg;101592_wl_WAY14120330_BLACK_D_4.jpg;,15,14,2,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/373,
WL#101593,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101593_wl_WAY14121101_PURPLE_L_0.jpg,101593_wl_WAY14121101_PURPLE_L_0.jpg,101593_wl_WAY14121101_PURPLE_L_0.jpg,"Fair isle print, high waisted, full length, leggings with solid color waist band.","Fair isle print, high waisted, full length, leggings with solid color waist band.","Fair isle print, high waisted, full length, leggings with solid color waist band.",101593_wl_WAY14121101_PURPLE_L_0.jpg;101593_wl_WAY14121101_PURPLE_L_0.jpg;101593_wl_WAY14121101_PURPLE_D_0.jpg;101593_wl_WAY14121101_PURPLE_D_1.jpg;101593_wl_WAY14121101_PURPLE_D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/426,
WL#101594,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101594_wl_WAY14121103_MULTI_L_0.jpg,101594_wl_WAY14121103_MULTI_L_0.jpg,101594_wl_WAY14121103_MULTI_L_0.jpg,"Duo fabric, solid color and plaid, high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and plaid, high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and plaid, high waisted, full length, leggings with zipper detailing.",101594_wl_WAY14121103_MULTI_L_0.jpg;101594_wl_WAY14121103_MULTI_L_0.jpg;101594_wl_WAY14121103_MULTI_D_0.jpg;101594_wl_WAY14121103_MULTI_D_1.jpg;101594_wl_WAY14121103_MULTI_D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/428,
WL#101595,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101595_wl_WAY14121104_MULTI_L_0.jpg,101595_wl_WAY14121104_MULTI_L_0.jpg,101595_wl_WAY14121104_MULTI_L_0.jpg,"Duo fabric, solid color and geo stripe print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and geo stripe print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and geo stripe print high waisted, full length, leggings with zipper detailing.",101595_wl_WAY14121104_MULTI_L_0.jpg;101595_wl_WAY14121104_MULTI_L_0.jpg;101595_wl_WAY14121104_MULTI_D_0.jpg;101595_wl_WAY14121104_MULTI_D_1.jpg;101595_wl_WAY14121104_MULTI_D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/429,
WL#101596,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101596_wl_WAY14121105_MULTI_L_0.jpg,101596_wl_WAY14121105_MULTI_L_0.jpg,101596_wl_WAY14121105_MULTI_L_0.jpg,"Duo fabric, solid color and geo stripe print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and geo stripe print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and geo stripe print high waisted, full length, leggings with zipper detailing.",101596_wl_WAY14121105_MULTI_L_0.jpg;101596_wl_WAY14121105_MULTI_L_0.jpg;101596_wl_WAY14121105_MULTI_D_0.jpg;101596_wl_WAY14121105_MULTI_D_1.jpg;101596_wl_WAY14121105_MULTI_D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/430,
WL#101597,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101597_wl_WAY14121106_MULTI_L_0.jpg,101597_wl_WAY14121106_MULTI_L_0.jpg,101597_wl_WAY14121106_MULTI_L_0.jpg,"Duo fabric, solid color and fair isle print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and fair isle print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and fair isle print high waisted, full length, leggings with zipper detailing.",101597_wl_WAY14121106_MULTI_L_0.jpg;101597_wl_WAY14121106_MULTI_L_0.jpg;101597_wl_WAY14121106_MULTI_D_0.jpg;101597_wl_WAY14121106_MULTI_D_1.jpg;101597_wl_WAY14121106_MULTI_D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/431,
WL#101598,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101598_wl_WAY14121107_MULTI_L_0.jpg,101598_wl_WAY14121107_MULTI_L_0.jpg,101598_wl_WAY14121107_MULTI_L_0.jpg,"Duo fabric, solid color and fair isle print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and fair isle print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and fair isle print high waisted, full length, leggings with zipper detailing.",101598_wl_WAY14121107_MULTI_L_0.jpg;101598_wl_WAY14121107_MULTI_L_0.jpg;101598_wl_WAY14121107_MULTI_D_0.jpg;101598_wl_WAY14121107_MULTI_D_1.jpg;101598_wl_WAY14121107_MULTI_D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/432,
WL#101599,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101599_wl_WAY14121108_MULTI_L_0.jpg,101599_wl_WAY14121108_MULTI_L_0.jpg,101599_wl_WAY14121108_MULTI_L_0.jpg,"Duo fabric, solid color and print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and print high waisted, full length, leggings with zipper detailing.",101599_wl_WAY14121108_MULTI_L_0.jpg;101599_wl_WAY14121108_MULTI_L_0.jpg;101599_wl_WAY14121108_MULTI_D_0.jpg;101599_wl_WAY14121108_MULTI_D_1.jpg;101599_wl_WAY14121108_MULTI_D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/433,
WL#101600,,configurable,default,"LEGGINGS Printed",55.00,2,0,1,1,"Not Available",1,"""Catalog, Search""",,leggings/printed,"Not Available","Not Specified",Imported,lashowroom,,None,101600_wl_WAY14121109_WHITE_L_0.jpg,101600_wl_WAY14121109_WHITE_L_0.jpg,101600_wl_WAY14121109_WHITE_L_0.jpg,"Duo fabric, solid color and print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and print high waisted, full length, leggings with zipper detailing.","Duo fabric, solid color and print high waisted, full length, leggings with zipper detailing.",101600_wl_WAY14121109_WHITE_L_0.jpg;101600_wl_WAY14121109_WHITE_L_0.jpg;101600_wl_WAY14121109_WHITE_D_0.jpg;101600_wl_WAY14121109_WHITE_D_1.jpg;101600_wl_WAY14121109_WHITE_D_2.jpg;,13,10,3,C,Default,leggingscolor,," 10                            ",https://www.lashowroom.com/wholesalefashionistas/item/434,
WL#101601,,configurable,default,"DRESSES Dresses",90.00,,1,1,1,"Not Available",1,"""Catalog, Search""",,,"Not Available","Not Specified",USA,lashowroom,,None,101601_wl_WAY14121004_WHTRED_L_2.jpg,101601_wl_WAY14121004_WHTRED_L_2.jpg,101601_wl_WAY14121004_WHTRED_L_2.jpg,"Two tone, scoop neck, long sleeve, tee shift dress with printed heart.","Two tone, scoop neck, long sleeve, tee shift dress with printed heart.","Two tone, scoop neck, long sleeve, tee shift dress with printed heart.",101601_wl_WAY14121004_WHTRED_L_2.jpg;101601_wl_WAY14121004_WHITE_L_0.jpg;101601_wl_WAY14121004_WHITE_D_0.jpg;101601_wl_WAY14121004_WHITE_D_1.jpg;101601_wl_WAY14121004_WHITE_D_2.jpg;101601_wl_WAY14121004_WHITE_D_3.jpg;101601_wl_WAY14121004_WHTBLK_L_1.jpg;101601_wl_WAY14121004_WHTRED_L_2.jpg;101601_wl_WAY14121004_WHTGREY_L_3.jpg;,,,,C,Default,leggingscolor,," 6                            ",https://www.lashowroom.com/wholesalefashionistas/item/404,
