sku,type,store,name,description,short_description,price,qty,weight,is_in_stock,manage_stock,use_config_manage_stock,status,visibility,categories,pack,fabric,made,source,source_sku,tax_class_id,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,media_gallery,attribute_set,configurable_attributes,leggingscolor
WLpants#155,configurable,default,"Wholesale Womens Tribal Style Harem Pants","Wholesale Womens Tribal Style Harem Pants","Wholesale Womens Tribal Style Harem Pants",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"90% POLYESTER
10% SPANDEX",CHINA,sngapparelinc,SSH8145,None,sngapparelinc_ssh8145.jpg,sngapparelinc_ssh8145.jpg,sngapparelinc_ssh8145.jpg,"Wholesale Womens Tribal Style Harem Pants","Wholesale Womens Tribal Style Harem Pants","Wholesale Womens Tribal Style Harem Pants",sngapparelinc_ssh8145.jpg;sngapparelinc_ssh8145_blackpink_l_1.jpg;sngapparelinc_ssh8145bei_black_l_0.jpg;sngapparelinc_ssh8145bei_black_d_0.jpg;sngapparelinc_ssh8145bei_black_d_1.jpg;,Default,leggingscolor,
"WLpants#156#Just as picture",simple,default,"Wholesale Womens Harem Pants Jenna Just as picture","Wholesale Womens Harem Pants Jenna","Wholesale Womens Harem Pants Jenna",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SSH814174,None,sngapparelinc_ssh814174_front.jpg,sngapparelinc_ssh814174_front.jpg,sngapparelinc_ssh814174_front.jpg,"Wholesale Womens Harem Pants Jenna","Wholesale Womens Harem Pants Jenna","Wholesale Womens Harem Pants Jenna",sngapparelinc_ssh814174_front.jpg;sngapparelinc_ssh814174_back.jpg;sngapparelinc_ssh814174_left.jpg;sngapparelinc_ssh814174_right.jpg;,Default,leggingscolor,"Just as picture"
WLpants#156,configurable,default,"Wholesale Womens Harem Pants Jenna","Wholesale Womens Harem Pants Jenna","Wholesale Womens Harem Pants Jenna",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SSH814174,None,sngapparelinc_ssh814174_front.jpg,sngapparelinc_ssh814174_front.jpg,sngapparelinc_ssh814174_front.jpg,"Wholesale Womens Harem Pants Jenna","Wholesale Womens Harem Pants Jenna","Wholesale Womens Harem Pants Jenna",sngapparelinc_ssh814174_front.jpg;sngapparelinc_ssh814174_back.jpg;sngapparelinc_ssh814174_left.jpg;sngapparelinc_ssh814174_right.jpg;,Default,leggingscolor,
"WLpants#157#Just as picture",simple,default,"Wholesale Womens Harem Pants Floral Print Just as picture","Wholesale Womens Harem Pants Floral Print","Wholesale Womens Harem Pants Floral Print",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SSH814165,None,sngapparelinc_ssh814165_front.jpg,sngapparelinc_ssh814165_front.jpg,sngapparelinc_ssh814165_front.jpg,"Wholesale Womens Harem Pants Floral Print","Wholesale Womens Harem Pants Floral Print","Wholesale Womens Harem Pants Floral Print",sngapparelinc_ssh814165_front.jpg;sngapparelinc_ssh814165_left_2.jpg;sngapparelinc_ssh814165_back.jpg;sngapparelinc_ssh814165_right.jpg;sngapparelinc_ssh814165_left_1.jpg;,Default,leggingscolor,"Just as picture"
WLpants#157,configurable,default,"Wholesale Womens Harem Pants Floral Print","Wholesale Womens Harem Pants Floral Print","Wholesale Womens Harem Pants Floral Print",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SSH814165,None,sngapparelinc_ssh814165_front.jpg,sngapparelinc_ssh814165_front.jpg,sngapparelinc_ssh814165_front.jpg,"Wholesale Womens Harem Pants Floral Print","Wholesale Womens Harem Pants Floral Print","Wholesale Womens Harem Pants Floral Print",sngapparelinc_ssh814165_front.jpg;sngapparelinc_ssh814165_left_2.jpg;sngapparelinc_ssh814165_back.jpg;sngapparelinc_ssh814165_right.jpg;sngapparelinc_ssh814165_left_1.jpg;,Default,leggingscolor,
"WLpants#158#Just as picture",simple,default,"Wholesale Womens Harem Pants Geometric Print Just as picture","Wholesale Womens Harem Pants Geometric Print","Wholesale Womens Harem Pants Geometric Print",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SSH287,None,sngapparelinc_ssh287_magenta_d_2.jpg,sngapparelinc_ssh287_magenta_d_2.jpg,sngapparelinc_ssh287_magenta_d_2.jpg,"Wholesale Womens Harem Pants Geometric Print","Wholesale Womens Harem Pants Geometric Print","Wholesale Womens Harem Pants Geometric Print",sngapparelinc_ssh287_magenta_d_2.jpg;sngapparelinc_ssh287_magenta_d_0.jpg;sngapparelinc_ssh287_magenta_d_1.jpg;sngapparelinc_ssh287_magenta_l_0.jpg;,Default,leggingscolor,"Just as picture"
WLpants#158,configurable,default,"Wholesale Womens Harem Pants Geometric Print","Wholesale Womens Harem Pants Geometric Print","Wholesale Womens Harem Pants Geometric Print",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SSH287,None,sngapparelinc_ssh287_magenta_d_2.jpg,sngapparelinc_ssh287_magenta_d_2.jpg,sngapparelinc_ssh287_magenta_d_2.jpg,"Wholesale Womens Harem Pants Geometric Print","Wholesale Womens Harem Pants Geometric Print","Wholesale Womens Harem Pants Geometric Print",sngapparelinc_ssh287_magenta_d_2.jpg;sngapparelinc_ssh287_magenta_d_0.jpg;sngapparelinc_ssh287_magenta_d_1.jpg;sngapparelinc_ssh287_magenta_l_0.jpg;,Default,leggingscolor,
"WLpants#159#Just as picture",simple,default,"Wholesale Womens Harem Pants Multi Animal Print Just as picture","Wholesale Womens Harem Pants Multi Animal Print","Wholesale Womens Harem Pants Multi Animal Print",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SSH244,None,sngapparelinc_ssh244_brown_d_0.jpg,sngapparelinc_ssh244_brown_d_0.jpg,sngapparelinc_ssh244_brown_d_0.jpg,"Wholesale Womens Harem Pants Multi Animal Print","Wholesale Womens Harem Pants Multi Animal Print","Wholesale Womens Harem Pants Multi Animal Print",sngapparelinc_ssh244_brown_d_0.jpg;sngapparelinc_ssh244_brown_d_1.jpg;sngapparelinc_ssh244_brown_d_2.jpg;sngapparelinc_ssh244_brown_l_0.jpg;,Default,leggingscolor,"Just as picture"
WLpants#159,configurable,default,"Wholesale Womens Harem Pants Multi Animal Print","Wholesale Womens Harem Pants Multi Animal Print","Wholesale Womens Harem Pants Multi Animal Print",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SSH244,None,sngapparelinc_ssh244_brown_d_0.jpg,sngapparelinc_ssh244_brown_d_0.jpg,sngapparelinc_ssh244_brown_d_0.jpg,"Wholesale Womens Harem Pants Multi Animal Print","Wholesale Womens Harem Pants Multi Animal Print","Wholesale Womens Harem Pants Multi Animal Print",sngapparelinc_ssh244_brown_d_0.jpg;sngapparelinc_ssh244_brown_d_1.jpg;sngapparelinc_ssh244_brown_d_2.jpg;sngapparelinc_ssh244_brown_l_0.jpg;,Default,leggingscolor,
"WLpants#160#Just as picture",simple,default,"Womens Harem Pants Aztec Tribal  Just as picture","Womens Harem Pants Aztec Tribal ","Womens Harem Pants Aztec Tribal ",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"90% POLYESTER
10% SPANDEX",CHINA,sngapparelinc,SSH814223,None,sngapparelinc_ssh814223_multi_d_0.jpg,sngapparelinc_ssh814223_multi_d_0.jpg,sngapparelinc_ssh814223_multi_d_0.jpg,"Womens Harem Pants Aztec Tribal ","Womens Harem Pants Aztec Tribal ","Womens Harem Pants Aztec Tribal ",sngapparelinc_ssh814223_multi_d_0.jpg;sngapparelinc_ssh814223_multi_d_2.jpg;sngapparelinc_ssh814223_multi_d_1.jpg;sngapparelinc_ssh814223_multi_l_0.jpg;,Default,leggingscolor,"Just as picture"
WLpants#160,configurable,default,"Womens Harem Pants Aztec Tribal ","Womens Harem Pants Aztec Tribal ","Womens Harem Pants Aztec Tribal ",5.50,1,0,1,1,1,1,"""Catalog, Search""",pants/Harem,6PCS/PREPACK,"90% POLYESTER
10% SPANDEX",CHINA,sngapparelinc,SSH814223,None,sngapparelinc_ssh814223_multi_d_0.jpg,sngapparelinc_ssh814223_multi_d_0.jpg,sngapparelinc_ssh814223_multi_d_0.jpg,"Womens Harem Pants Aztec Tribal ","Womens Harem Pants Aztec Tribal ","Womens Harem Pants Aztec Tribal ",sngapparelinc_ssh814223_multi_d_0.jpg;sngapparelinc_ssh814223_multi_d_2.jpg;sngapparelinc_ssh814223_multi_d_1.jpg;sngapparelinc_ssh814223_multi_l_0.jpg;,Default,leggingscolor,
"WLpants#161#Just as picture",simple,default,"Wholesale Womens Wide Leg Pants Pasley Print Just as picture","Wholesale Womens Wide Leg Pants Pasley Print","Wholesale Womens Wide Leg Pants Pasley Print",6.50,1,0,1,1,1,1,"""Catalog, Search""","pants/Wide Leg/Palazzo",6PCS/PREPACK,"95% POLYESTER
5% SPANDEX",CHINA,sngapparelinc,SG0001,None,sngapparelinc_sg001_multi_d_0.jpg,sngapparelinc_sg001_multi_d_0.jpg,sngapparelinc_sg001_multi_d_0.jpg,"Wholesale Womens Wide Leg Pants Pasley Print","Wholesale Womens Wide Leg Pants Pasley Print","Wholesale Womens Wide Leg Pants Pasley Print",sngapparelinc_sg001_multi_d_0.jpg;sngapparelinc_sg001_multi_d_1.jpg;sngapparelinc_sg001_multi_l_0.jpg;sngapparelinc_sg001_multi_d_2.jpg;,Default,leggingscolor,"Just as picture"
WLpants#161,configurable,default,"Wholesale Womens Wide Leg Pants Pasley Print","Wholesale Womens Wide Leg Pants Pasley Print","Wholesale Womens Wide Leg Pants Pasley Print",6.50,1,0,1,1,1,1,"""Catalog, Search""","pants/Wide Leg/Palazzo",6PCS/PREPACK,"95% POLYESTER
5% SPANDEX",CHINA,sngapparelinc,SG0001,None,sngapparelinc_sg001_multi_d_0.jpg,sngapparelinc_sg001_multi_d_0.jpg,sngapparelinc_sg001_multi_d_0.jpg,"Wholesale Womens Wide Leg Pants Pasley Print","Wholesale Womens Wide Leg Pants Pasley Print","Wholesale Womens Wide Leg Pants Pasley Print",sngapparelinc_sg001_multi_d_0.jpg;sngapparelinc_sg001_multi_d_1.jpg;sngapparelinc_sg001_multi_l_0.jpg;sngapparelinc_sg001_multi_d_2.jpg;,Default,leggingscolor,
"WLpants#162#Just as picture",simple,default,"Wholesale Womens Wide Leg Pants Realisme Just as picture","Wholesale Womens Wide Leg Pants Realisme","Wholesale Womens Wide Leg Pants Realisme",6.50,1,0,1,1,1,1,"""Catalog, Search""","pants/Wide Leg/Palazzo",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,CYSS8270,None,sngapparelinc_cyss8270_1.jpg,sngapparelinc_cyss8270_1.jpg,sngapparelinc_cyss8270_1.jpg,"Wholesale Womens Wide Leg Pants Realisme","Wholesale Womens Wide Leg Pants Realisme","Wholesale Womens Wide Leg Pants Realisme",sngapparelinc_cyss8270_1.jpg;,Default,leggingscolor,"Just as picture"
WLpants#162,configurable,default,"Wholesale Womens Wide Leg Pants Realisme","Wholesale Womens Wide Leg Pants Realisme","Wholesale Womens Wide Leg Pants Realisme",6.50,1,0,1,1,1,1,"""Catalog, Search""","pants/Wide Leg/Palazzo",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,CYSS8270,None,sngapparelinc_cyss8270_1.jpg,sngapparelinc_cyss8270_1.jpg,sngapparelinc_cyss8270_1.jpg,"Wholesale Womens Wide Leg Pants Realisme","Wholesale Womens Wide Leg Pants Realisme","Wholesale Womens Wide Leg Pants Realisme",sngapparelinc_cyss8270_1.jpg;,Default,leggingscolor,
WLpants#163#Blue,simple,default,"Wholesale Womens Semi Harem Pants Bleue De Colette  Blue","Wholesale Womens Semi Harem Pants Bleue De Colette ","Wholesale Womens Semi Harem Pants Bleue De Colette ",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SS8249,None,sngapparelinc_ss8249_blue_d_0.jpg,sngapparelinc_ss8249_blue_d_0.jpg,sngapparelinc_ss8249_blue_d_0.jpg,"Wholesale Womens Semi Harem Pants Bleue De Colette ","Wholesale Womens Semi Harem Pants Bleue De Colette ","Wholesale Womens Semi Harem Pants Bleue De Colette ",sngapparelinc_ss8249_blue_d_0.jpg;sngapparelinc_ss8249_blue_d_1.jpg;sngapparelinc_ss8249_blue_d_2.jpg;sngapparelinc_ss8249_blue_l_0.jpg;,Default,leggingscolor,Blue
WLpants#163,configurable,default,"Wholesale Womens Semi Harem Pants Bleue De Colette ","Wholesale Womens Semi Harem Pants Bleue De Colette ","Wholesale Womens Semi Harem Pants Bleue De Colette ",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SS8249,None,sngapparelinc_ss8249_blue_d_0.jpg,sngapparelinc_ss8249_blue_d_0.jpg,sngapparelinc_ss8249_blue_d_0.jpg,"Wholesale Womens Semi Harem Pants Bleue De Colette ","Wholesale Womens Semi Harem Pants Bleue De Colette ","Wholesale Womens Semi Harem Pants Bleue De Colette ",sngapparelinc_ss8249_blue_d_0.jpg;sngapparelinc_ss8249_blue_d_1.jpg;sngapparelinc_ss8249_blue_d_2.jpg;sngapparelinc_ss8249_blue_l_0.jpg;,Default,leggingscolor,
"WLpants#164#Just as picture",simple,default,"Wholesale Womens Semi harem Pants PAsley Print Just as picture","Wholesale Womens Semi harem Pants PAsley Print","Wholesale Womens Semi harem Pants PAsley Print",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SS8245,None,sngapparelinc_ss8245_front.jpg,sngapparelinc_ss8245_front.jpg,sngapparelinc_ss8245_front.jpg,"Wholesale Womens Semi harem Pants PAsley Print","Wholesale Womens Semi harem Pants PAsley Print","Wholesale Womens Semi harem Pants PAsley Print",sngapparelinc_ss8245_front.jpg;sngapparelinc_ss8245_right.jpg;sngapparelinc_ss8245_left.jpg;sngapparelinc_ss8245_back.jpg;,Default,leggingscolor,"Just as picture"
WLpants#164,configurable,default,"Wholesale Womens Semi harem Pants PAsley Print","Wholesale Womens Semi harem Pants PAsley Print","Wholesale Womens Semi harem Pants PAsley Print",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SS8245,None,sngapparelinc_ss8245_front.jpg,sngapparelinc_ss8245_front.jpg,sngapparelinc_ss8245_front.jpg,"Wholesale Womens Semi harem Pants PAsley Print","Wholesale Womens Semi harem Pants PAsley Print","Wholesale Womens Semi harem Pants PAsley Print",sngapparelinc_ss8245_front.jpg;sngapparelinc_ss8245_right.jpg;sngapparelinc_ss8245_left.jpg;sngapparelinc_ss8245_back.jpg;,Default,leggingscolor,
WLpants#165#Beige,simple,default,"Wholesale Womens Semi Harem Pants Artistic Print Beige","Wholesale Womens Semi Harem Pants Artistic Print","Wholesale Womens Semi Harem Pants Artistic Print",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SS8240,None,sngapparelinc_ss8240_side.jpg,sngapparelinc_ss8240_side.jpg,sngapparelinc_ss8240_side.jpg,"Wholesale Womens Semi Harem Pants Artistic Print","Wholesale Womens Semi Harem Pants Artistic Print","Wholesale Womens Semi Harem Pants Artistic Print",sngapparelinc_ss8240_side.jpg;sngapparelinc_ss8240_front_1.jpg;sngapparelinc_ss8240_back_1.jpg;sngapparelinc_ss8240_1.jpg;,Default,leggingscolor,Beige
WLpants#165,configurable,default,"Wholesale Womens Semi Harem Pants Artistic Print","Wholesale Womens Semi Harem Pants Artistic Print","Wholesale Womens Semi Harem Pants Artistic Print",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SS8240,None,sngapparelinc_ss8240_side.jpg,sngapparelinc_ss8240_side.jpg,sngapparelinc_ss8240_side.jpg,"Wholesale Womens Semi Harem Pants Artistic Print","Wholesale Womens Semi Harem Pants Artistic Print","Wholesale Womens Semi Harem Pants Artistic Print",sngapparelinc_ss8240_side.jpg;sngapparelinc_ss8240_front_1.jpg;sngapparelinc_ss8240_back_1.jpg;sngapparelinc_ss8240_1.jpg;,Default,leggingscolor,
"WLpants#166#Just as picture",simple,default,"Wholesale Womens Semi Harem Pants Leopard Print Just as picture","Wholesale Womens Semi Harem Pants Leopard Print","Wholesale Womens Semi Harem Pants Leopard Print",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SS8225,None,sngapparelinc_ss8225_right_side.jpg,sngapparelinc_ss8225_right_side.jpg,sngapparelinc_ss8225_right_side.jpg,"Wholesale Womens Semi Harem Pants Leopard Print","Wholesale Womens Semi Harem Pants Leopard Print","Wholesale Womens Semi Harem Pants Leopard Print",sngapparelinc_ss8225_right_side.jpg;sngapparelinc_ss8225_left_side_.jpg;sngapparelinc_ss8225_back.jpg;sngapparelinc_ss8225_right_side_2.jpg;sngapparelinc_ss8225_front.jpg;,Default,leggingscolor,"Just as picture"
WLpants#166,configurable,default,"Wholesale Womens Semi Harem Pants Leopard Print","Wholesale Womens Semi Harem Pants Leopard Print","Wholesale Womens Semi Harem Pants Leopard Print",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SS8225,None,sngapparelinc_ss8225_right_side.jpg,sngapparelinc_ss8225_right_side.jpg,sngapparelinc_ss8225_right_side.jpg,"Wholesale Womens Semi Harem Pants Leopard Print","Wholesale Womens Semi Harem Pants Leopard Print","Wholesale Womens Semi Harem Pants Leopard Print",sngapparelinc_ss8225_right_side.jpg;sngapparelinc_ss8225_left_side_.jpg;sngapparelinc_ss8225_back.jpg;sngapparelinc_ss8225_right_side_2.jpg;sngapparelinc_ss8225_front.jpg;,Default,leggingscolor,
"WLpants#167#Just as picture",simple,default,"Wholesale Womens Semi Harem Pants Mono Tribal Just as picture","Wholesale Womens Semi Harem Pants Mono Tribal","Wholesale Womens Semi Harem Pants Mono Tribal",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM277,None,sngapparelinc_shm277_back.jpg,sngapparelinc_shm277_back.jpg,sngapparelinc_shm277_back.jpg,"Wholesale Womens Semi Harem Pants Mono Tribal","Wholesale Womens Semi Harem Pants Mono Tribal","Wholesale Womens Semi Harem Pants Mono Tribal",sngapparelinc_shm277_back.jpg;sngapparelinc_shm277_front.jpg;sngapparelinc_shm277_right.jpg;sngapparelinc_shm277_left.jpg;,Default,leggingscolor,"Just as picture"
WLpants#167,configurable,default,"Wholesale Womens Semi Harem Pants Mono Tribal","Wholesale Womens Semi Harem Pants Mono Tribal","Wholesale Womens Semi Harem Pants Mono Tribal",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM277,None,sngapparelinc_shm277_back.jpg,sngapparelinc_shm277_back.jpg,sngapparelinc_shm277_back.jpg,"Wholesale Womens Semi Harem Pants Mono Tribal","Wholesale Womens Semi Harem Pants Mono Tribal","Wholesale Womens Semi Harem Pants Mono Tribal",sngapparelinc_shm277_back.jpg;sngapparelinc_shm277_front.jpg;sngapparelinc_shm277_right.jpg;sngapparelinc_shm277_left.jpg;,Default,leggingscolor,
"WLpants#168#Just as picture",simple,default,"Wholesale Womens Semi Harem Pants Plaid Just as picture","Wholesale Womens Semi Harem Pants Plaid","Wholesale Womens Semi Harem Pants Plaid",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM009,None,sngapparelinc_shm009_left.jpg,sngapparelinc_shm009_left.jpg,sngapparelinc_shm009_left.jpg,"Wholesale Womens Semi Harem Pants Plaid","Wholesale Womens Semi Harem Pants Plaid","Wholesale Womens Semi Harem Pants Plaid",sngapparelinc_shm009_left.jpg;sngapparelinc_shm009_back.jpg;sngapparelinc_shm009_right.jpg;sngapparelinc_shm009_front.jpg;,Default,leggingscolor,"Just as picture"
WLpants#168,configurable,default,"Wholesale Womens Semi Harem Pants Plaid","Wholesale Womens Semi Harem Pants Plaid","Wholesale Womens Semi Harem Pants Plaid",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM009,None,sngapparelinc_shm009_left.jpg,sngapparelinc_shm009_left.jpg,sngapparelinc_shm009_left.jpg,"Wholesale Womens Semi Harem Pants Plaid","Wholesale Womens Semi Harem Pants Plaid","Wholesale Womens Semi Harem Pants Plaid",sngapparelinc_shm009_left.jpg;sngapparelinc_shm009_back.jpg;sngapparelinc_shm009_right.jpg;sngapparelinc_shm009_front.jpg;,Default,leggingscolor,
"WLpants#169#Just as picture",simple,default,"Wholesale Womens Semi Harem Pants Chariot Print Just as picture","Wholesale Womens Semi Harem Pants Chariot Print","Wholesale Womens Semi Harem Pants Chariot Print",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM190,None,sngapparelinc_shm190_side.jpg,sngapparelinc_shm190_side.jpg,sngapparelinc_shm190_side.jpg,"Wholesale Womens Semi Harem Pants Chariot Print","Wholesale Womens Semi Harem Pants Chariot Print","Wholesale Womens Semi Harem Pants Chariot Print",sngapparelinc_shm190_side.jpg;sngapparelinc_shm190_front.jpg;sngapparelinc_shm190_back.jpg;sngapparelinc_shm190_fabric.jpg;,Default,leggingscolor,"Just as picture"
WLpants#169,configurable,default,"Wholesale Womens Semi Harem Pants Chariot Print","Wholesale Womens Semi Harem Pants Chariot Print","Wholesale Womens Semi Harem Pants Chariot Print",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM190,None,sngapparelinc_shm190_side.jpg,sngapparelinc_shm190_side.jpg,sngapparelinc_shm190_side.jpg,"Wholesale Womens Semi Harem Pants Chariot Print","Wholesale Womens Semi Harem Pants Chariot Print","Wholesale Womens Semi Harem Pants Chariot Print",sngapparelinc_shm190_side.jpg;sngapparelinc_shm190_front.jpg;sngapparelinc_shm190_back.jpg;sngapparelinc_shm190_fabric.jpg;,Default,leggingscolor,
WLpants#170#No,simple,default,"Wholesale Womens Semi Harem Pants Crystal Drop No","Wholesale Womens Semi Harem Pants Crystal Drop","Wholesale Womens Semi Harem Pants Crystal Drop",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM057,None,sngapparelinc_shm057_front.jpg,sngapparelinc_shm057_front.jpg,sngapparelinc_shm057_front.jpg,"Wholesale Womens Semi Harem Pants Crystal Drop","Wholesale Womens Semi Harem Pants Crystal Drop","Wholesale Womens Semi Harem Pants Crystal Drop",sngapparelinc_shm057_front.jpg;sngapparelinc_shm057_side.jpg;sngapparelinc_shm057_back.jpg;sngapparelinc_shm057.jpg;,Default,leggingscolor,No
WLpants#170,configurable,default,"Wholesale Womens Semi Harem Pants Crystal Drop","Wholesale Womens Semi Harem Pants Crystal Drop","Wholesale Womens Semi Harem Pants Crystal Drop",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM057,None,sngapparelinc_shm057_front.jpg,sngapparelinc_shm057_front.jpg,sngapparelinc_shm057_front.jpg,"Wholesale Womens Semi Harem Pants Crystal Drop","Wholesale Womens Semi Harem Pants Crystal Drop","Wholesale Womens Semi Harem Pants Crystal Drop",sngapparelinc_shm057_front.jpg;sngapparelinc_shm057_side.jpg;sngapparelinc_shm057_back.jpg;sngapparelinc_shm057.jpg;,Default,leggingscolor,
"WLpants#171#Just as picture",simple,default,"Wholesale Womens Semi Harem Pants Sketche Of Stars Just as picture","Wholesale Womens Semi Harem Pants Sketche Of Stars","Wholesale Womens Semi Harem Pants Sketche Of Stars",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM065,None,sngapparelinc_shm065_right_side.jpg,sngapparelinc_shm065_right_side.jpg,sngapparelinc_shm065_right_side.jpg,"Wholesale Womens Semi Harem Pants Sketche Of Stars","Wholesale Womens Semi Harem Pants Sketche Of Stars","Wholesale Womens Semi Harem Pants Sketche Of Stars",sngapparelinc_shm065_right_side.jpg;sngapparelinc_shm065_front.jpg;sngapparelinc_shm065_left_side.jpg;sngapparelinc_shm065_back_side.jpg;,Default,leggingscolor,"Just as picture"
WLpants#171,configurable,default,"Wholesale Womens Semi Harem Pants Sketche Of Stars","Wholesale Womens Semi Harem Pants Sketche Of Stars","Wholesale Womens Semi Harem Pants Sketche Of Stars",5.95,1,0,1,1,1,1,"""Catalog, Search""","pants/Semi Harem Pants",6PCS/PREPACK,"92%POLYESTER
8%SPANDEX",CHINA,sngapparelinc,SHM065,None,sngapparelinc_shm065_right_side.jpg,sngapparelinc_shm065_right_side.jpg,sngapparelinc_shm065_right_side.jpg,"Wholesale Womens Semi Harem Pants Sketche Of Stars","Wholesale Womens Semi Harem Pants Sketche Of Stars","Wholesale Womens Semi Harem Pants Sketche Of Stars",sngapparelinc_shm065_right_side.jpg;sngapparelinc_shm065_front.jpg;sngapparelinc_shm065_left_side.jpg;sngapparelinc_shm065_back_side.jpg;,Default,leggingscolor,
